Physics,Chemistry,Math,CS,Statistics,English,Hindi,Regional,PE,Logical,Analytical,ProblemSolving,Numerical,Verbal,Interest_Area,Suggested_Course,Career Options
93,55,86,48,57,83,49,41,78,57,68,42,81,42,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
75,59,86,81,82,68,57,42,43,92,80,89,78,58,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
60,41,89,100,85,61,44,56,57,93,93,83,72,57,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
82,59,99,81,67,69,44,43,46,88,96,90,89,77,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
84,61,86,50,46,62,53,41,55,78,83,55,98,43,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
97,52,81,82,70,75,43,42,55,83,86,44,63,58,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
60,84,89,54,40,65,56,57,42,49,82,43,44,57,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
100,49,90,44,55,62,59,46,93,75,76,91,95,52,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
73,86,99,42,47,77,42,41,55,49,99,43,52,43,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
89,85,87,44,43,71,49,41,82,47,62,90,66,50,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,59,93,85,72,62,53,57,48,91,90,85,90,65,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
89,42,80,44,51,89,55,42,74,58,77,59,99,48,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
96,51,93,52,59,69,56,58,59,47,61,80,91,43,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
100,90,93,54,51,72,46,51,91,56,69,84,65,54,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
74,44,92,92,84,71,52,51,40,88,92,80,75,40,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
82,49,100,88,63,67,40,52,56,100,93,85,88,61,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
94,43,80,40,53,73,57,59,41,48,63,95,84,57,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
80,95,93,45,46,76,43,43,51,65,84,87,84,57,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
85,85,97,44,49,60,57,48,55,70,84,96,86,51,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
99,89,81,40,48,62,41,57,88,54,79,83,67,51,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
83,87,91,40,50,66,50,54,44,65,100,96,98,44,Engineering/CS/IT,Mechanical,"Mechanical Engineer, Automotive Engineer, Robotics Engineer, Production Engineer, Thermal Engineer, Design Engineer (CAD/CAE), Aerospace Engineer"
93,49,83,100,71,75,57,41,59,94,96,87,80,64,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
80,42,80,49,43,79,49,50,47,89,82,79,50,44,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
83,48,89,55,57,73,54,49,44,57,61,85,82,56,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
99,47,80,52,47,71,55,57,40,87,94,77,58,43,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
83,87,99,54,48,67,52,59,58,60,90,90,97,50,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
55,51,98,78,89,60,57,48,45,78,80,53,99,53,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
100,81,89,51,44,76,59,57,93,40,72,82,61,52,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,54,87,47,54,68,51,54,41,62,92,50,84,54,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
62,47,93,97,82,69,58,57,41,84,91,87,60,56,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
86,75,92,59,59,65,59,52,49,68,89,54,95,45,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
80,57,89,45,47,64,48,45,46,69,96,40,81,48,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
74,44,89,83,90,70,47,52,59,83,90,97,70,50,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
89,58,80,52,45,75,58,52,80,65,68,85,91,54,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
87,46,87,84,79,70,59,49,51,85,87,82,90,77,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
96,92,87,41,48,60,44,59,53,72,85,99,99,42,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
85,43,95,49,45,79,44,44,80,69,62,93,94,57,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
83,91,87,58,45,72,52,59,46,75,80,92,87,44,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
41,46,83,67,98,65,56,41,49,77,91,40,85,44,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
93,43,98,81,63,78,47,47,46,91,99,87,95,79,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
82,59,81,40,41,100,40,45,78,50,73,43,92,44,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
90,92,88,55,42,76,51,51,59,69,80,94,98,59,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
87,80,89,51,46,64,47,42,52,74,94,97,82,49,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
92,49,94,49,47,74,40,43,59,69,91,46,99,43,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
74,55,93,93,93,70,41,51,45,95,100,93,62,44,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
98,45,97,82,70,75,57,41,53,82,99,81,84,64,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
82,83,92,55,57,74,40,52,55,53,86,90,87,44,Engineering/CS/IT,Chemical,"Chemical Engineer, Process Engineer, Petroleum Engineer, Food & Chemical Quality Analyst, Pharmaceutical Engineer, Environmental Engineer, Energy Engineer"
86,95,83,57,51,78,44,42,44,72,100,96,89,56,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
53,47,95,62,82,69,44,59,49,66,80,41,80,47,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
90,47,98,57,58,64,47,42,86,64,68,93,91,59,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
92,52,99,46,44,75,57,48,43,55,77,86,95,53,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
98,42,90,46,56,64,41,43,43,68,80,52,91,45,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
72,49,85,93,94,67,51,42,44,95,85,88,70,51,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
87,95,91,52,50,72,59,55,53,48,96,94,96,49,Engineering/CS/IT,Chemical,"Chemical Engineer, Process Engineer, Petroleum Engineer, Food & Chemical Quality Analyst, Pharmaceutical Engineer, Environmental Engineer, Energy Engineer"
93,85,85,48,58,69,51,43,80,49,73,100,64,50,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,58,84,98,73,70,52,57,50,83,84,81,93,64,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
93,55,85,59,47,70,40,59,94,78,66,88,88,44,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
64,58,83,89,93,71,40,45,44,86,89,95,74,57,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
89,51,95,98,74,64,51,43,56,89,100,81,94,60,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
87,59,96,84,62,69,54,57,44,87,86,54,64,41,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
88,90,82,52,55,72,54,40,92,46,73,100,67,44,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,46,80,43,42,64,44,40,41,56,69,96,88,44,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
48,57,86,86,66,73,54,58,52,80,96,85,57,79,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
55,42,86,92,60,70,48,59,49,93,99,84,40,77,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
53,48,98,61,83,66,44,48,59,71,82,58,86,51,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
100,40,82,83,70,69,52,43,55,91,96,100,81,77,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
86,56,96,98,61,69,48,42,41,89,81,88,87,62,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
52,52,96,70,82,66,50,46,56,63,88,56,100,46,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
89,54,90,51,56,81,46,41,79,40,63,52,96,50,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
49,54,83,95,74,77,48,41,42,99,81,84,54,63,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
59,56,97,100,66,75,43,53,42,83,91,96,52,73,Engineering/CS/IT,BCA,"Software Developer, System Analyst, Web Developer, Database Administrator, IT Project Manager, Cybersecurity Analyst, Cloud Engineer"
93,43,82,58,58,75,52,54,51,58,76,86,86,45,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
62,55,81,90,80,70,57,46,51,86,88,91,77,42,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
91,93,90,54,44,77,51,47,91,47,67,98,78,56,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
89,85,92,52,44,63,54,55,50,77,81,82,90,57,Engineering/CS/IT,EEE,"Electrical Engineer, Electronics Design Engineer, Power Systems Engineer, Control Systems Engineer, Embedded Systems Engineer, Energy Consultant, Telecommunication Engineer"
93,73,97,55,59,66,40,46,40,64,96,50,86,45,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
85,55,92,53,58,77,47,48,90,62,71,81,85,50,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
96,91,89,53,43,67,40,57,54,66,80,97,98,55,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
80,100,94,47,57,65,55,55,55,74,83,83,96,49,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
90,84,95,56,52,66,40,59,41,60,94,82,84,42,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
84,48,84,86,69,69,55,46,41,91,95,94,95,63,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
63,58,98,100,95,63,52,51,59,93,91,92,72,54,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
69,41,99,99,92,76,47,46,49,88,80,80,79,51,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
85,89,84,52,51,66,54,59,46,65,84,82,98,42,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
87,79,80,54,40,71,49,55,47,73,81,43,90,55,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
83,82,90,41,43,61,42,52,84,53,60,80,76,41,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
92,91,97,58,46,68,54,50,59,74,97,86,87,50,Engineering/CS/IT,Civil,"Civil Engineer, Structural Engineer, Construction Manager, Urban Planner, Environmental Engineer, Transportation Engineer, Site Supervisor"
76,96,86,51,55,62,59,45,43,49,98,52,55,58,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
68,52,87,96,93,72,49,47,44,80,86,82,75,44,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
73,51,84,96,84,69,52,57,50,88,98,85,75,44,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
60,81,81,44,40,77,52,41,42,49,92,40,50,42,Science/Research,B.Sc Chemistry,"Chemist, Pharmaceutical Scientist, Toxicologist, Quality Control Analyst, Chemical Lab Technician, Research Scientist (Chemistry), Analytical Chemist"
80,97,90,48,46,64,55,43,92,46,61,100,66,47,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,46,92,59,46,60,42,41,41,61,98,41,96,59,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
87,82,97,54,56,63,40,49,97,41,65,96,67,50,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
82,70,97,59,45,79,41,59,47,61,88,47,100,54,Science/Research,B.Sc Physics,"Physicist, Research Scientist, Data Analyst, Medical Physicist, Astrophysicist, Lab Technician, Academician (Professor)"
73,42,87,93,92,65,57,40,56,82,84,84,73,56,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
71,58,89,94,88,74,40,51,47,82,82,81,71,57,Engineering/CS/IT,CSE-DS,"Data Scientist, Machine Learning Engineer, Big Data Engineer, Data Analyst, AI Research Scientist, Business Intelligence Analyst, Data Engineer"
87,40,99,93,75,66,59,54,59,96,89,44,63,57,Engineering/CS/IT,ECE,"Electronics Engineer, Telecom Engineer, VLSI Design Engineer, Signal Processing Specialist, Embedded Systems Developer, Robotics Engineer, Network Engineer"
83,89,84,53,59,67,55,53,91,40,63,92,75,53,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
83,56,95,55,52,84,56,57,66,53,67,53,97,56,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
40,42,100,72,100,65,54,52,45,78,85,45,93,53,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
74,56,96,80,98,66,54,52,42,92,90,85,65,57,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
99,40,94,49,58,78,47,50,58,97,83,64,50,50,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
95,54,84,53,50,99,55,52,69,40,77,46,97,51,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
80,50,80,42,49,63,54,43,52,90,95,77,58,46,Architecture,B.Arch,"Architect, Urban Planner, Interior Designer, Landscape Architect, Restoration Architect, Construction Project Manager, Sustainable Design Consultant"
82,84,98,51,52,71,42,57,97,54,62,100,63,49,Merchant Navy,Merchant Navy,"Deck Officer, Marine Engineer, Navigation Officer, Ship Captain (after experience), Port Manager, Marine Surveyor, Logistics & Operations Manager"
93,41,81,51,41,60,59,45,48,48,79,100,85,56,Aviation/Defence,B.Sc Aeronautics,"Aerospace Scientist, Aviation Safety Officer, Aircraft Maintenance Engineer, Aerodynamics Specialist, Avionics Engineer, Research Scientist (Aeronautics), Flight Testing Engineer"
97,55,91,54,41,67,40,44,98,66,60,83,83,44,Aviation/Defence,NDA,"Army Officer, Navy Officer, Air Force Officer, Defense Analyst, Military Trainer, Intelligence Officer, Aerospace & Defense Consultant"
100,40,82,56,52,61,55,48,45,78,80,52,100,59,Science/Research,B.Sc Mathematics,"Mathematician, Data Scientist, Cryptographer, Operations Research Analyst, Quantitative Analyst, Actuarial Scientist, Math Professor / Lecturer"
44,45,85,67,86,73,59,46,43,77,80,52,85,41,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
95,46,80,84,68,65,52,53,44,88,98,94,91,67,Engineering/CS/IT,CSE,"Software Engineer, Full-Stack Developer, Cybersecurity Specialist, Database Administrator, System Analyst, Cloud Engineer, IT Consultant"
100,49,80,50,55,82,48,49,72,59,71,53,95,48,Aviation/Defence,Commercial Pilot Training,"Commercial Pilot, Flight Instructor, Airline Pilot, Charter Pilot, Cargo Pilot, Aviation Safety Officer, Flight Operations Manager"
92,57,95,86,71,69,48,51,47,88,90,82,88,72,Engineering/CS/IT,CSE-AIML,"AI Engineer, Machine Learning Engineer, Data Scientist, Research Scientist (AI), Computer Vision Engineer, Natural Language Processing Engineer, AI Product Manager"
77,57,93,91,96,66,48,56,46,89,97,87,71,57,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
65,53,95,86,93,72,49,56,50,87,84,80,74,55,Engineering/CS/IT,B.Sc IT,"IT Analyst, Software Developer, System Administrator, Database Administrator, Cybersecurity Analyst, Cloud Solutions Architect, Tech Support Specialist"
56,55,80,76,99,69,47,45,53,79,97,46,100,48,Science/Research,B.Sc Statistics,"Statistician, Data Analyst, Risk Analyst, Market Researcher, Biostatistician, Actuary, Quantitative Analyst"
