Course,Area of Interest,Fine Arts,Creativity,Communication,Empathy,English,Sociology,Memory,Computer Science,Mathematics,Statistics,Accountancy,Business Studies,Economics,Psychology,Hindi,Geography,Biology,Chemistry,Logical Reasoning,Critical Thinking,Numerical Aptitude
Diploma in Photography,Photography & Visual Arts,84,99,96,49,67.0,69,48,60,47,49,43,48,41,41,56,55,58,57,58,97,56
Diploma in Paramedical Sciences,Healthcare & Allied Services,55,54,60,96,,62,93,45,50,44,51,55,50,44,58,50,81,82,44,72,45
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,41,52,63,48,76.0,55,44,84,47,58,54,49,45,43,58,42,53,50,89,63,93
Diploma in Interior Designing,Interior Design & Architecture,99,97,96,49,63.0,63,60,43,57,51,53,53,50,57,55,50,42,52,70,82,45
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,47,92,93,80,61.0,69,95,46,59,43,54,77,48,55,41,58,45,41,52,59,45
Diploma in Retail Management,Retail & Sales Operations,60,48,85,97,81.0,63,62,48,48,41,41,92,55,56,54,46,45,60,50,62,42
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",82,82,67,50,60.0,58,40,84,57,58,42,51,47,41,42,51,56,54,67,90,48
Diploma in Fashion Designing,"Fashion, Creativity & Design",95,95,92,78,71.0,77,40,51,59,53,54,46,57,57,49,49,50,51,51,96,57
Diploma in Event Management,Event Planning & Management,46,96,90,64,79.0,98,46,56,42,52,57,89,55,57,43,55,46,59,53,74,53
Diploma in Retail Management,Retail & Sales Operations,52,47,97,87,100.0,67,69,49,54,45,48,88,49,41,51,41,53,43,46,75,55
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",87,92,68,50,69.0,57,59,88,50,60,47,51,42,59,52,44,44,60,73,80,44
Diploma in Hotel Management,Hospitality & Service Management,53,52,80,87,88.0,83,80,54,58,46,40,77,44,70,54,57,55,55,52,74,58
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,53,97,89,82,62.0,61,98,43,55,42,58,77,45,59,49,46,58,48,58,42,42
Diploma in Travel & Tourism Management,Tourism & Service Industry,54,57,93,81,92.0,96,53,58,48,40,43,65,44,58,41,77,43,54,55,64,59
Diploma in Retail Management,Retail & Sales Operations,44,40,88,100,97.0,74,67,51,54,60,51,93,45,52,54,51,43,55,50,79,48
Diploma in Event Management,Event Planning & Management,60,93,100,79,76.0,92,44,41,51,46,42,96,59,57,42,55,57,44,60,69,49
Diploma in Interior Designing,Interior Design & Architecture,82,83,97,50,77.0,64,47,57,53,45,46,41,45,50,43,54,47,41,63,97,47
Diploma in Photography,Photography & Visual Arts,97,89,91,46,78.0,77,42,74,43,57,41,56,59,55,46,53,46,47,52,80,44
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",81,83,68,49,68.0,44,40,91,53,40,54,57,56,58,46,41,40,45,74,99,58
Diploma in Graphic Designing,Design & Visual Communication,83,95,65,46,80.0,60,59,94,50,41,42,42,60,43,60,49,53,53,78,100,57
Diploma in Hotel Management,Hospitality & Service Management,46,48,98,86,94.0,100,72,46,42,45,55,76,58,66,48,51,54,46,49,63,41
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,91,88,83,89,78.0,71,62,55,56,60,40,45,56,58,50,40,55,48,51,55,54
Diploma in Paramedical Sciences,Healthcare & Allied Services,56,55,70,98,,61,98,60,43,40,54,40,48,53,51,52,94,93,46,77,55
Diploma in Photography,Photography & Visual Arts,95,80,98,59,80.0,79,54,69,57,59,44,57,46,46,46,50,49,43,45,83,42
Diploma in Travel & Tourism Management,Tourism & Service Industry,44,54,81,84,99.0,83,40,57,42,54,60,78,50,52,46,71,48,55,47,69,42
Diploma in Graphic Designing,Design & Visual Communication,90,92,61,60,62.0,52,50,80,58,52,45,52,53,40,47,55,45,41,62,94,58
Diploma in Journalism & Mass Communication,Media & Communication,54,70,93,52,99.0,81,57,51,50,45,51,43,50,74,45,41,51,54,62,87,59
Diploma in Fashion Designing,"Fashion, Creativity & Design",99,92,91,65,64.0,79,49,57,45,44,60,43,58,58,57,49,59,46,50,98,44
Diploma in Digital Marketing,Marketing & Online Branding,45,87,83,42,96.0,72,56,81,42,55,58,78,47,48,57,56,44,53,51,66,46
Diploma in Photography,Photography & Visual Arts,96,81,91,57,60.0,75,44,76,50,54,47,58,60,55,43,54,49,57,57,98,55
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,54,89,98,87,80.0,75,85,48,59,45,43,69,56,44,48,58,47,57,45,50,59
Diploma in Travel & Tourism Management,Tourism & Service Industry,47,45,89,80,82.0,95,58,51,52,50,56,61,59,43,51,78,50,54,42,65,53
Diploma in Event Management,Event Planning & Management,52,98,100,70,61.0,88,54,50,42,53,60,80,56,41,58,54,54,47,41,69,58
Diploma in Photography,Photography & Visual Arts,96,81,90,40,74.0,68,55,64,57,47,42,45,59,55,44,52,43,45,43,88,42
Diploma in Travel & Tourism Management,Tourism & Service Industry,43,55,83,94,81.0,97,44,57,45,50,44,72,59,59,60,75,48,41,50,68,46
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,44,48,66,55,74.0,41,59,80,59,44,56,45,51,50,40,45,60,40,93,69,87
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",86,85,61,42,62.0,40,56,94,42,50,55,55,51,58,58,40,55,48,80,84,57
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,45,98,83,86,67.0,69,96,51,53,44,40,62,40,42,53,42,53,49,48,49,54
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,91,96,85,95,75.0,66,77,41,52,60,40,60,47,43,49,55,57,44,60,50,40
Diploma in Journalism & Mass Communication,Media & Communication,44,65,97,51,91.0,100,54,56,43,53,41,59,56,60,59,42,55,56,75,82,60
Diploma in Journalism & Mass Communication,Media & Communication,53,63,96,42,94.0,96,44,45,41,46,45,50,56,72,47,57,40,59,77,99,54
Diploma in Graphic Designing,Design & Visual Communication,97,93,65,45,80.0,54,42,83,43,53,42,50,50,55,46,41,45,44,62,83,54
Diploma in Digital Marketing,Marketing & Online Branding,52,80,99,41,94.0,66,48,98,50,58,58,67,52,59,49,50,48,48,59,61,43
Diploma in Interior Designing,Interior Design & Architecture,92,87,99,40,79.0,76,51,46,42,46,52,47,55,51,59,49,58,59,72,80,48
Diploma in Digital Marketing,Marketing & Online Branding,41,95,86,51,90.0,62,41,86,50,50,52,70,48,52,48,57,56,46,43,67,59
Diploma in Hotel Management,Hospitality & Service Management,40,45,93,89,98.0,96,61,52,51,53,52,74,59,78,40,48,40,48,52,68,53
Diploma in Photography,Photography & Visual Arts,80,81,96,58,72.0,64,56,71,47,48,46,43,56,59,54,59,59,55,53,87,58
Diploma in Paramedical Sciences,Healthcare & Allied Services,47,47,69,96,,73,83,60,57,43,43,58,56,54,40,42,90,94,55,70,48
Diploma in Paramedical Sciences,Healthcare & Allied Services,50,59,67,81,,77,97,55,42,51,59,40,50,51,45,54,86,99,52,66,40
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",84,83,79,43,60.0,51,59,88,50,54,58,59,41,52,50,46,42,54,62,91,41
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,50,47,63,52,62.0,45,51,82,49,40,52,43,44,51,52,49,40,49,80,62,95
Diploma in Paramedical Sciences,Healthcare & Allied Services,48,56,80,90,,61,97,50,43,44,59,53,59,43,47,60,91,91,50,64,56
Diploma in Travel & Tourism Management,Tourism & Service Industry,54,49,87,81,91.0,94,45,50,53,52,49,70,51,43,52,79,52,50,40,76,53
Diploma in Travel & Tourism Management,Tourism & Service Industry,48,50,88,99,96.0,94,55,46,41,43,54,60,41,49,55,64,46,46,59,79,56
Diploma in Graphic Designing,Design & Visual Communication,82,90,71,55,80.0,60,49,95,43,56,52,44,44,51,60,60,44,49,67,87,40
Diploma in Hotel Management,Hospitality & Service Management,49,54,84,93,100.0,81,69,59,42,42,47,80,50,68,58,46,59,43,43,65,43
Diploma in Fashion Designing,"Fashion, Creativity & Design",80,81,88,60,74.0,77,55,40,51,55,59,58,47,55,45,53,60,51,56,92,59
Diploma in Journalism & Mass Communication,Media & Communication,55,64,83,53,82.0,94,50,58,57,49,59,41,40,64,45,55,40,41,63,86,44
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,57,48,62,40,77.0,43,52,88,53,42,42,41,50,42,47,45,45,53,89,78,86
Diploma in Paramedical Sciences,Healthcare & Allied Services,60,52,61,92,,78,89,41,49,59,49,56,51,55,49,47,81,82,44,77,57
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",82,96,68,55,73.0,58,57,88,58,59,46,42,49,44,58,54,54,48,75,84,51
Diploma in Interior Designing,Interior Design & Architecture,99,98,97,50,72.0,79,59,43,49,54,41,45,47,59,51,59,56,50,60,96,42
Diploma in Photography,Photography & Visual Arts,100,83,100,45,64.0,67,45,70,54,54,53,55,60,46,52,50,42,53,54,90,52
Diploma in Photography,Photography & Visual Arts,80,88,93,60,72.0,78,40,66,42,59,45,46,60,58,48,40,56,49,43,89,46
Diploma in Graphic Designing,Design & Visual Communication,88,82,74,41,71.0,59,42,98,55,46,47,51,40,52,50,43,51,40,67,99,60
Diploma in Travel & Tourism Management,Tourism & Service Industry,48,43,96,92,80.0,99,51,42,53,59,44,71,53,49,52,70,55,46,58,70,43
Diploma in Hotel Management,Hospitality & Service Management,52,52,98,85,82.0,87,70,43,51,46,40,63,42,78,44,46,50,59,45,65,53
Diploma in Digital Marketing,Marketing & Online Branding,44,94,91,47,85.0,76,50,93,57,46,50,66,49,49,60,44,54,49,57,79,60
Diploma in Hotel Management,Hospitality & Service Management,58,47,88,85,82.0,100,77,42,54,42,43,71,52,73,47,50,48,51,48,77,46
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,57,48,63,46,66.0,55,52,94,45,42,60,42,47,49,50,44,55,60,96,64,94
Diploma in Photography,Photography & Visual Arts,90,87,81,53,61.0,62,59,61,54,60,57,44,40,48,51,59,40,48,49,88,56
Diploma in Digital Marketing,Marketing & Online Branding,55,98,93,40,87.0,75,50,83,48,56,42,62,45,58,45,52,58,53,59,61,47
Diploma in Event Management,Event Planning & Management,45,99,90,80,60.0,90,44,51,48,56,43,86,43,56,54,42,54,41,46,76,49
Diploma in Interior Designing,Interior Design & Architecture,95,93,84,50,63.0,79,57,60,47,42,48,43,52,51,44,56,57,45,60,81,53
Diploma in Digital Marketing,Marketing & Online Branding,53,93,84,60,87.0,72,40,80,55,44,57,72,43,50,48,45,55,47,42,65,47
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,45,50,79,55,69.0,45,45,96,55,43,59,47,55,52,50,40,55,52,95,70,81
Diploma in Paramedical Sciences,Healthcare & Allied Services,43,45,62,95,,68,84,56,54,49,53,48,58,44,52,60,92,93,57,74,60
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,43,41,77,57,71.0,49,54,81,56,47,49,40,47,46,44,40,46,43,97,78,90
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",84,83,76,42,60.0,42,48,83,57,57,48,47,50,56,45,53,58,47,77,97,54
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,49,43,65,40,63.0,43,56,84,46,42,50,55,58,50,59,44,51,55,89,65,89
Diploma in Journalism & Mass Communication,Media & Communication,53,75,93,42,98.0,94,40,60,41,46,48,60,40,75,48,52,45,50,64,88,52
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",97,83,73,56,60.0,47,47,99,43,43,54,50,60,46,60,45,57,55,64,89,49
Diploma in Hotel Management,Hospitality & Service Management,50,50,81,88,86.0,98,79,45,54,45,56,80,43,62,55,50,54,45,47,68,48
Diploma in Graphic Designing,Design & Visual Communication,100,81,78,60,67.0,52,54,80,41,48,54,53,47,42,50,51,60,60,73,83,53
Diploma in Travel & Tourism Management,Tourism & Service Industry,60,52,83,99,96.0,82,59,42,48,47,53,79,41,45,57,66,59,56,59,79,54
Diploma in Graphic Designing,Design & Visual Communication,83,100,74,43,67.0,46,58,90,57,48,60,54,43,43,47,47,42,42,60,87,59
Diploma in Journalism & Mass Communication,Media & Communication,49,75,96,46,88.0,82,55,50,59,48,44,41,55,72,43,51,48,51,63,86,54
Diploma in Travel & Tourism Management,Tourism & Service Industry,53,50,86,88,87.0,100,50,41,54,45,55,65,60,54,41,60,56,53,48,79,46
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,80,99,94,80,73.0,78,68,43,49,45,59,53,40,40,59,47,57,56,45,43,55
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,46,45,69,49,71.0,53,51,99,41,46,53,56,47,50,45,51,45,57,96,72,90
Diploma in Interior Designing,Interior Design & Architecture,87,84,93,52,67.0,63,54,40,59,42,44,57,45,54,57,45,42,57,69,89,58
Diploma in Hotel Management,Hospitality & Service Management,41,47,96,81,81.0,91,64,42,60,42,45,77,60,67,50,43,54,53,55,80,57
Diploma in Event Management,Event Planning & Management,51,99,96,68,74.0,89,58,46,52,40,51,90,57,55,52,51,49,59,54,61,57
Diploma in Interior Designing,Interior Design & Architecture,92,92,86,53,79.0,66,54,54,57,42,60,46,53,40,54,42,52,45,72,80,58
Diploma in Digital Marketing,Marketing & Online Branding,58,90,86,45,88.0,77,44,94,45,55,46,71,49,48,52,47,54,49,43,66,46
Diploma in Fashion Designing,"Fashion, Creativity & Design",90,87,94,75,70.0,73,50,45,59,57,50,51,45,40,40,40,41,55,43,85,44
Diploma in Photography,Photography & Visual Arts,88,87,98,52,71.0,80,50,80,46,60,56,60,60,54,48,60,45,55,50,100,52
Diploma in Graphic Designing,Design & Visual Communication,88,92,68,48,80.0,51,55,88,54,55,53,53,54,55,47,51,54,59,69,93,58
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,59,41,71,40,75.0,47,48,100,52,43,44,48,41,51,43,48,48,50,90,64,91
Diploma in Journalism & Mass Communication,Media & Communication,53,75,84,54,95.0,98,43,40,42,50,56,41,48,70,46,60,57,52,70,82,60
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,42,51,62,45,70.0,40,50,95,45,41,42,52,48,47,42,43,59,54,94,70,92
Diploma in Journalism & Mass Communication,Media & Communication,60,80,98,56,90.0,93,50,44,46,54,53,44,60,61,53,46,53,55,78,87,44
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,90,82,98,91,62.0,66,77,44,45,49,60,58,46,48,47,50,56,54,46,40,59
Diploma in Interior Designing,Interior Design & Architecture,99,98,83,50,64.0,60,45,44,55,49,57,45,40,50,51,55,55,60,68,82,56
Diploma in Paramedical Sciences,Healthcare & Allied Services,57,41,67,97,,78,96,48,55,50,40,47,48,60,50,50,99,92,55,76,57
Diploma in Paramedical Sciences,Healthcare & Allied Services,51,43,66,83,,65,98,50,49,57,50,56,55,49,47,44,94,94,58,67,46
Diploma in Journalism & Mass Communication,Media & Communication,56,68,93,46,100.0,85,51,50,46,59,45,58,57,69,60,59,43,47,76,85,54
Diploma in Graphic Designing,Design & Visual Communication,87,97,66,46,70.0,60,55,92,40,57,50,52,47,59,51,51,41,56,73,84,45
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,40,83,88,99,72.0,77,95,56,60,56,46,63,53,48,59,46,60,49,45,45,47
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",91,87,66,53,67.0,55,43,80,44,48,40,60,53,59,45,45,47,52,79,87,46
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",99,93,69,41,77.0,41,58,100,58,51,43,54,51,42,49,46,43,54,71,97,46
Diploma in Fashion Designing,"Fashion, Creativity & Design",90,84,82,75,79.0,62,42,45,51,50,55,60,45,58,48,58,54,46,56,93,41
Diploma in Fashion Designing,"Fashion, Creativity & Design",84,97,80,70,80.0,74,40,41,56,41,55,52,49,42,48,56,46,50,60,98,44
Diploma in Digital Marketing,Marketing & Online Branding,59,97,100,57,95.0,67,58,87,57,55,50,64,40,54,41,50,48,52,48,66,50
Diploma in Paramedical Sciences,Healthcare & Allied Services,57,54,75,82,,62,93,60,49,44,49,46,58,49,47,55,83,81,49,75,51
Diploma in Retail Management,Retail & Sales Operations,54,59,89,86,95.0,78,79,45,43,51,60,100,50,51,42,60,47,48,53,66,45
Diploma in Interior Designing,Interior Design & Architecture,87,81,92,58,66.0,78,40,53,44,56,57,48,51,43,49,47,47,40,79,91,43
Diploma in Graphic Designing,Design & Visual Communication,86,88,70,51,71.0,55,58,81,42,43,52,47,46,40,40,53,50,56,61,87,46
Diploma in Event Management,Event Planning & Management,42,92,92,75,73.0,87,58,54,54,42,44,99,47,43,58,49,59,59,43,60,41
Diploma in Interior Designing,Interior Design & Architecture,98,81,89,54,78.0,68,60,58,50,50,44,45,53,58,54,40,43,45,74,95,50
Diploma in Event Management,Event Planning & Management,58,95,99,61,70.0,91,47,43,45,41,54,86,49,59,60,48,49,51,43,66,56
Diploma in Travel & Tourism Management,Tourism & Service Industry,47,58,98,96,91.0,82,49,45,59,52,40,60,60,40,43,64,53,56,40,61,51
Diploma in Graphic Designing,Design & Visual Communication,86,98,72,60,80.0,41,47,85,44,60,42,47,50,44,60,57,42,52,66,89,45
Diploma in Digital Marketing,Marketing & Online Branding,53,96,96,46,95.0,77,48,85,48,40,47,75,57,40,60,50,47,45,40,68,51
Diploma in Travel & Tourism Management,Tourism & Service Industry,44,53,83,92,88.0,86,60,43,47,55,45,67,59,57,48,61,51,41,60,73,46
Diploma in Retail Management,Retail & Sales Operations,49,43,88,92,100.0,62,73,58,52,57,47,90,43,42,43,45,48,58,56,74,58
Diploma in Digital Marketing,Marketing & Online Branding,57,94,87,46,90.0,76,56,98,60,52,42,71,60,40,47,50,60,48,58,80,57
Diploma in Interior Designing,Interior Design & Architecture,93,93,93,40,63.0,73,58,58,56,51,47,54,57,46,52,55,57,50,64,99,41
Diploma in Digital Marketing,Marketing & Online Branding,51,91,87,41,95.0,62,44,97,58,46,40,63,60,58,40,45,54,57,48,80,59
Diploma in Event Management,Event Planning & Management,43,89,100,61,62.0,96,54,52,55,52,43,97,59,47,41,40,51,51,47,69,42
Diploma in Journalism & Mass Communication,Media & Communication,56,80,94,45,86.0,97,46,56,46,59,45,50,41,65,49,42,50,58,72,94,45
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",92,83,77,44,65.0,50,56,80,41,50,54,58,46,49,52,43,52,55,70,95,41
Diploma in Graphic Designing,Design & Visual Communication,81,98,66,46,60.0,53,50,91,48,56,52,48,40,45,47,52,58,40,80,99,44
Diploma in Event Management,Event Planning & Management,60,85,92,60,80.0,100,51,55,59,47,50,84,56,41,47,43,46,58,48,74,49
Diploma in Graphic Designing,Design & Visual Communication,86,83,61,59,68.0,52,46,92,47,55,52,55,48,56,40,48,44,44,61,95,42
Diploma in Event Management,Event Planning & Management,54,95,89,76,68.0,92,48,55,59,40,54,98,41,52,60,42,46,60,47,78,55
Diploma in Interior Designing,Interior Design & Architecture,96,80,82,50,74.0,73,50,51,54,42,47,45,54,50,59,58,56,60,67,82,51
Diploma in Hotel Management,Hospitality & Service Management,44,56,83,85,84.0,80,80,49,41,59,51,74,43,74,44,43,48,42,41,80,42
Diploma in Event Management,Event Planning & Management,44,99,81,73,66.0,91,49,54,51,50,51,96,45,40,49,59,44,41,54,70,60
Diploma in Fashion Designing,"Fashion, Creativity & Design",87,88,86,63,73.0,67,54,56,41,47,40,47,57,47,58,40,46,46,60,89,52
Diploma in Paramedical Sciences,Healthcare & Allied Services,54,54,70,89,,75,92,52,54,60,43,56,59,43,56,53,82,95,43,75,45
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,48,57,61,59,71.0,60,53,91,47,49,54,49,59,56,51,53,49,41,85,71,80
Diploma in Event Management,Event Planning & Management,43,96,86,67,73.0,84,48,46,49,55,58,87,45,59,51,59,57,44,48,66,55
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,97,99,80,84,62.0,76,61,42,41,41,54,56,43,42,45,46,51,55,49,56,50
Diploma in Event Management,Event Planning & Management,52,96,91,66,60.0,82,58,44,55,58,53,100,40,59,57,50,60,41,51,68,47
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,60,92,82,94,72.0,73,94,54,58,60,57,72,54,44,51,51,40,47,50,40,52
Diploma in Photography,Photography & Visual Arts,99,85,88,45,72.0,72,41,69,46,47,43,58,60,54,45,42,50,60,59,89,54
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,92,100,99,83,79.0,76,66,44,46,55,54,42,50,44,40,50,49,56,47,53,51
Diploma in Fashion Designing,"Fashion, Creativity & Design",96,98,91,76,66.0,65,50,53,44,53,60,46,45,57,60,59,40,41,47,87,57
Diploma in Digital Marketing,Marketing & Online Branding,56,100,96,42,87.0,69,56,95,60,43,50,64,48,48,44,56,48,55,46,66,43
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,44,55,73,41,78.0,58,45,81,53,52,41,52,58,57,46,47,58,52,99,75,95
Diploma in Retail Management,Retail & Sales Operations,46,40,84,86,84.0,79,63,42,59,54,53,86,40,60,53,40,47,55,47,60,43
Diploma in Culinary Arts (Hotel Catering),Culinary Skills & Hospitality,53,90,100,100,79.0,80,82,51,51,54,44,78,45,50,56,52,40,59,41,51,51
Diploma in Digital Marketing,Marketing & Online Branding,52,95,93,42,95.0,75,52,95,55,42,58,67,49,42,43,53,42,42,54,66,53
Diploma in Interior Designing,Interior Design & Architecture,84,91,92,51,63.0,66,44,42,46,52,45,49,41,44,58,57,59,57,63,83,52
Diploma in Paramedical Sciences,Healthcare & Allied Services,56,41,66,83,,75,95,49,46,46,44,54,53,53,48,41,92,98,49,79,44
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,80,95,100,90,69.0,76,67,57,51,58,50,43,48,55,40,41,42,42,50,49,45
Diploma in Event Management,Event Planning & Management,58,92,94,76,63.0,86,46,45,59,44,44,83,49,47,40,55,42,47,40,72,45
Diploma in Digital Marketing,Marketing & Online Branding,45,96,96,48,85.0,73,56,89,52,60,45,63,50,53,59,48,51,60,49,64,41
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",84,96,62,55,78.0,41,45,82,57,60,59,52,41,60,55,42,59,51,79,83,47
Diploma in Event Management,Event Planning & Management,47,85,90,67,60.0,93,41,51,44,52,58,89,46,47,49,43,47,41,41,73,59
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,86,93,86,98,73.0,61,68,40,42,52,58,56,42,54,42,41,40,58,52,42,45
Diploma in Retail Management,Retail & Sales Operations,51,44,88,89,88.0,71,69,49,48,42,44,92,55,51,51,52,60,48,49,61,50
Diploma in Travel & Tourism Management,Tourism & Service Industry,41,51,87,89,89.0,86,45,58,60,49,45,62,58,40,51,76,55,51,45,77,53
Diploma in Paramedical Sciences,Healthcare & Allied Services,53,49,77,83,,71,83,45,49,57,41,42,56,46,46,59,88,82,47,70,55
Diploma in Journalism & Mass Communication,Media & Communication,53,63,88,46,83.0,82,54,53,41,44,40,60,40,67,47,57,50,44,80,80,58
Diploma in Computer Applications (DCA),Computer Skills & IT Basics,50,43,79,48,74.0,41,54,89,58,50,59,58,41,50,60,43,41,47,85,77,85
Diploma in Retail Management,Retail & Sales Operations,48,41,98,92,97.0,71,63,49,50,53,58,95,49,45,59,42,53,59,54,79,55
Diploma in Travel & Tourism Management,Tourism & Service Industry,49,60,88,83,99.0,98,44,58,49,47,52,69,41,58,51,67,51,41,60,75,57
Diploma in Paramedical Sciences,Healthcare & Allied Services,60,42,62,95,,79,84,44,53,59,58,48,54,56,56,60,87,82,54,79,43
Diploma in Travel & Tourism Management,Tourism & Service Industry,57,53,86,85,81.0,81,56,51,41,48,48,70,53,59,57,80,43,50,51,65,55
Diploma in Graphic Designing,Design & Visual Communication,98,87,74,56,64.0,53,55,83,49,57,50,51,59,60,42,52,46,53,61,85,47
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",88,81,73,48,62.0,51,60,96,45,42,50,54,50,41,55,41,53,56,65,92,56
Diploma in Digital Marketing,Marketing & Online Branding,53,82,86,52,85.0,66,53,93,45,55,51,65,55,59,45,40,48,41,46,72,53
Diploma in Retail Management,Retail & Sales Operations,44,52,82,90,98.0,72,74,55,57,58,44,99,58,60,60,46,50,60,42,75,42
Diploma in Retail Management,Retail & Sales Operations,42,57,84,80,92.0,61,65,50,52,54,42,93,54,50,50,59,46,51,55,64,44
Diploma in Photography,Photography & Visual Arts,100,89,88,46,70.0,69,47,64,56,44,59,48,45,54,56,40,52,56,47,99,43
Diploma in Event Management,Event Planning & Management,58,94,95,64,78.0,82,58,49,51,59,56,83,40,51,47,52,52,57,56,62,52
Diploma in Digital Marketing,Marketing & Online Branding,55,82,97,42,85.0,73,59,80,53,52,49,67,42,49,56,52,44,56,56,75,54
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",82,86,71,43,68.0,50,52,86,50,60,44,50,58,43,46,59,46,47,80,80,49
Diploma in Retail Management,Retail & Sales Operations,59,52,96,92,96.0,67,80,50,58,56,44,89,53,46,55,52,40,45,56,70,50
Diploma in Paramedical Sciences,Healthcare & Allied Services,40,54,66,90,,73,90,46,59,45,43,47,40,53,56,55,86,86,44,69,59
Diploma in Fashion Designing,"Fashion, Creativity & Design",83,90,88,77,73.0,63,53,47,51,51,58,59,55,57,58,56,47,43,57,96,55
Diploma in Photography,Photography & Visual Arts,97,99,88,55,68.0,78,54,80,58,54,44,42,60,40,51,52,52,41,43,93,43
Diploma in Retail Management,Retail & Sales Operations,54,45,92,94,90.0,60,61,58,49,44,60,100,40,41,45,54,60,48,58,62,47
Diploma in Photography,Photography & Visual Arts,87,81,82,56,71.0,68,43,75,51,52,59,42,43,50,54,52,55,55,46,92,60
Diploma in Graphic Designing,Design & Visual Communication,85,87,67,52,76.0,54,40,81,42,51,51,43,43,43,60,48,55,50,73,98,43
Diploma in Digital Marketing,Marketing & Online Branding,59,92,100,57,87.0,62,56,95,45,41,48,70,40,48,49,60,60,43,42,73,49
Diploma in Animation & Multimedia,"Animation, VFX & Multimedia",99,97,62,44,72.0,46,40,85,47,47,57,47,47,52,40,53,57,52,74,90,57
Diploma in Interior Designing,Interior Design & Architecture,99,98,93,55,65.0,79,59,43,43,46,45,50,44,51,45,55,42,50,66,85,41
Diploma in Digital Marketing,Marketing & Online Branding,59,83,83,50,92.0,78,57,87,56,48,44,70,59,47,44,53,50,41,47,60,48
Diploma in Retail Management,Retail & Sales Operations,50,57,93,95,83.0,80,62,52,58,52,46,83,57,55,57,41,50,40,54,77,45
Diploma in Graphic Designing,Design & Visual Communication,83,93,73,50,80.0,48,53,82,53,52,46,57,52,52,47,42,50,51,71,99,48
Diploma in Interior Designing,Interior Design & Architecture,97,81,81,44,60.0,62,42,50,41,57,42,48,40,42,40,52,58,59,61,84,44
Diploma in Hotel Management,Hospitality & Service Management,60,45,93,81,89.0,80,72,44,42,42,44,66,42,79,60,54,42,41,60,74,59
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,99,84,93,86,72.0,66,65,40,54,45,45,40,40,46,47,54,45,42,54,52,56
Diploma in Hotel Management,Hospitality & Service Management,60,51,99,89,81.0,95,60,57,40,59,51,72,47,78,51,45,57,55,42,77,40
Diploma in Interior Designing,Interior Design & Architecture,82,86,94,47,72.0,62,60,58,42,48,42,58,50,43,48,50,48,47,79,86,42
Diploma in Event Management,Event Planning & Management,47,92,93,72,73.0,84,40,48,60,41,44,92,44,41,52,56,41,59,50,80,57
Diploma in Journalism & Mass Communication,Media & Communication,52,60,82,48,100.0,83,56,44,40,42,45,42,51,64,49,59,50,41,70,94,53
Diploma in Performing Arts (Dance/Theatre),Performing Arts & Entertainment,87,94,95,91,61.0,77,74,55,47,60,46,44,42,45,51,57,45,46,58,57,55
