Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Social Work,Social Development,76,46,88,80,41,43,53,63,41,47,57,58,53,59,89,96,47,73,69.33,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,67,44,95,87,49,47,48,77,42,56,59,54,60,56,87,81,56,77,67.56,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,68,48,81,81,58,42,56,73,53,53,45,42,40,55,83,80,56,77,65.89,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,61,57,95,89,47,51,55,71,50,59,58,40,42,51,88,100,44,60,67.49,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,76,43,94,98,47,54,46,74,47,49,57,43,54,50,82,94,42,74,66.96,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,60,53,95,80,60,56,47,77,55,45,49,49,44,51,99,96,53,73,67.16,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,71,59,97,91,41,41,56,69,57,58,60,40,43,43,81,98,60,71,68.29,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,72,59,94,82,59,52,47,66,47,57,48,45,43,54,84,84,46,68,66.4,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,68,59,89,83,45,53,48,60,56,52,46,48,50,42,91,100,42,74,69.16,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,69,40,93,99,45,41,47,60,43,43,44,59,48,52,97,96,40,74,64.64,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,75,59,84,98,44,41,46,62,56,42,52,46,42,54,97,89,46,68,65.73,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,79,47,93,83,59,53,51,61,52,40,59,46,48,56,100,92,49,75,67.8,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,75,50,99,82,48,54,52,69,59,52,56,46,45,52,96,94,43,74,69.53,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,80,50,83,82,41,59,49,72,59,60,57,60,55,50,89,88,51,78,67.69,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,77,53,100,80,56,50,59,74,43,54,53,40,48,46,90,81,41,65,68.93,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,79,53,82,86,46,43,44,76,43,52,55,55,41,57,80,97,47,70,67.96,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,75,56,96,91,49,59,45,67,52,41,58,49,43,51,97,86,59,63,67.73,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,69,54,91,80,59,57,55,64,58,43,45,56,46,46,88,92,59,73,69.44,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,68,54,84,97,60,59,47,74,60,48,58,45,43,50,89,82,40,71,68.98,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,74,60,93,86,56,58,46,62,42,57,59,53,42,46,86,84,42,77,68.71,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,79,53,83,87,60,52,47,74,56,44,59,43,50,57,89,96,54,65,71.02,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,75,54,87,88,50,41,52,63,48,44,58,42,60,42,85,89,44,62,65.38,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,77,47,80,83,46,53,52,69,57,40,43,55,55,57,87,89,55,70,66.56,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,60,51,85,92,56,40,47,67,50,53,49,54,46,46,89,83,57,69,68.22,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Social Work,Social Development,73,52,94,95,41,43,60,77,56,49,60,48,54,51,100,88,53,72,68.82,"Social Worker, Child Welfare Specialist, NGO Program Manager, Community Development Officer, Rehabilitation Counsellor"
BA Anthropology,Cultural Studies,98,43,99,56,58,42,73,76,52,48,40,56,55,77,41,93,56,82,67.09,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,87,41,81,48,59,60,65,71,48,46,51,44,55,64,51,99,48,86,68.67,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,99,50,100,51,42,56,66,69,54,41,52,43,57,60,41,81,43,82,67.51,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,93,41,95,50,52,40,61,61,60,44,43,51,42,79,49,99,57,100,69.64,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,100,49,80,45,50,41,66,79,60,60,60,57,60,78,43,92,57,99,70.67,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,98,56,80,45,58,59,60,67,56,60,54,57,46,75,46,96,43,91,69.38,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,83,60,80,40,46,48,60,75,57,54,45,41,48,63,52,90,52,90,67.78,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,87,46,95,42,56,57,74,76,50,44,55,54,49,73,41,95,58,87,69.42,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,89,44,99,55,60,51,72,68,56,59,51,44,51,60,59,95,51,88,69.6,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,96,56,83,53,58,46,62,60,51,54,50,49,41,63,56,96,47,93,66.11,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,85,58,83,42,59,45,66,73,51,55,59,47,41,72,47,100,59,95,67.13,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,95,59,85,43,55,60,72,64,54,47,46,53,46,66,57,89,57,93,68.51,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,86,46,86,44,40,53,77,72,47,47,49,56,45,74,54,95,47,98,69.4,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,94,42,85,47,55,54,72,79,54,57,52,47,53,70,45,80,41,92,65.73,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,83,41,100,59,55,42,76,64,47,51,51,40,40,74,56,81,56,99,67.16,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,91,43,92,43,46,53,68,60,40,59,43,40,49,61,60,94,42,88,66.84,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,100,52,82,43,43,50,66,70,50,49,44,52,51,69,46,98,58,98,68.02,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,99,54,84,53,51,60,70,64,55,57,51,44,55,71,41,85,60,83,68.93,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,89,56,93,54,47,57,62,76,46,52,55,44,43,69,52,89,53,91,66.13,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,100,59,99,46,48,47,72,73,51,47,60,57,55,70,55,93,42,100,68.38,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,82,43,84,49,59,41,71,64,44,40,43,60,51,71,55,96,60,89,68.18,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,96,57,81,43,58,50,76,71,41,45,48,44,59,80,48,87,59,87,70.22,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,85,42,84,48,46,43,66,64,50,54,41,52,55,66,47,85,46,97,67.4,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,86,42,84,40,54,42,67,68,54,49,41,59,44,78,52,90,40,94,67.58,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,95,48,80,50,48,50,72,61,53,45,47,57,55,80,51,90,45,82,67.89,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,81,50,82,57,40,40,71,74,44,45,55,51,51,62,41,86,41,100,64.8,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,90,50,93,42,53,50,63,76,55,42,49,60,54,67,57,82,46,89,69.49,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,88,53,93,50,40,43,65,64,42,41,42,48,58,78,56,97,50,91,65.24,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,97,45,86,40,45,57,72,78,46,58,48,42,51,79,57,87,48,92,67.53,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,89,56,86,56,57,41,62,78,40,60,60,49,60,73,52,88,45,85,70.13,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,100,49,82,57,60,58,64,70,49,56,43,60,57,77,40,93,47,81,70.4,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,94,41,83,40,58,60,69,60,59,54,43,46,46,77,52,89,47,89,67.8,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,93,59,90,45,60,40,78,66,57,42,59,50,44,78,60,81,43,89,66.6,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,87,40,85,50,49,52,60,61,42,48,44,49,49,71,57,100,60,80,64.58,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,84,56,87,56,48,45,76,67,60,46,46,54,46,67,48,94,41,86,68.0,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,97,57,89,57,40,46,62,73,51,53,43,52,55,75,44,99,45,85,69.31,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,85,46,95,48,52,51,78,60,47,43,60,58,60,64,56,82,58,80,65.91,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,99,48,84,46,45,56,76,72,51,43,47,44,44,72,50,87,47,80,66.89,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,84,60,87,56,52,48,61,78,59,56,46,42,58,78,48,89,53,97,70.0,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,80,45,94,45,57,40,62,76,55,47,56,47,56,68,51,98,43,100,67.78,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,83,53,93,45,56,41,67,63,49,46,43,55,53,75,48,83,45,80,65.11,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,80,58,87,42,40,40,66,80,52,40,55,53,43,71,51,96,60,94,67.04,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,82,59,99,51,40,40,69,77,54,41,56,47,48,80,59,90,45,93,66.22,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,86,48,90,55,58,41,74,62,43,59,46,51,43,69,45,93,42,96,66.93,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,89,60,89,49,42,54,76,77,58,58,51,44,55,74,54,85,51,81,70.78,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,88,43,84,60,47,49,66,73,44,55,54,44,42,69,44,94,57,87,68.89,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,81,47,87,43,58,57,80,60,59,54,57,51,40,66,58,80,46,81,66.31,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,98,52,84,58,40,40,77,60,44,48,51,48,57,70,40,98,49,81,65.87,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,99,41,98,45,49,48,67,70,48,59,59,48,47,74,41,80,48,88,67.69,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Anthropology,Cultural Studies,87,60,84,42,60,43,76,75,55,59,42,45,40,80,55,94,46,81,67.76,"Anthropologist, Archaeologist, Museum Researcher, Cultural Resource Manager, Social Development Consultant"
BA Law (5-Year Integrated),Legal Studies,74,85,81,56,40,40,43,79,55,47,40,58,90,56,69,51,48,86,67.0,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,87,96,44,53,41,55,76,42,40,57,57,83,54,78,58,49,84,69.73,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,70,86,84,59,51,58,54,71,43,51,57,56,98,55,70,41,55,80,69.82,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,77,92,84,45,40,49,44,60,50,46,57,60,99,60,69,54,43,95,68.76,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,91,87,47,57,45,44,61,51,43,52,56,95,48,60,54,51,84,68.29,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,81,83,54,45,51,57,79,43,40,54,57,93,42,74,44,42,86,66.07,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,60,98,86,43,51,59,57,68,58,43,40,48,94,47,74,54,57,86,69.31,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,75,81,83,59,55,42,41,62,44,41,58,59,81,41,79,57,59,100,68.24,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,91,90,50,46,51,55,64,41,55,54,50,85,52,78,49,58,84,70.09,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,66,90,93,60,55,57,60,63,40,54,53,58,84,43,72,57,51,100,70.18,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,68,83,84,48,52,49,55,72,43,60,52,60,87,52,74,59,59,92,67.87,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,65,84,92,44,52,59,47,68,60,58,59,54,89,50,64,48,50,98,66.91,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,65,100,80,42,42,53,59,64,56,54,45,53,93,56,67,47,58,88,67.87,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,72,92,98,60,58,44,55,68,59,42,58,44,87,53,62,52,50,87,70.31,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,69,97,97,46,55,45,55,75,40,58,42,45,83,43,63,49,48,87,68.36,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,76,96,80,59,53,59,50,62,47,49,56,47,80,59,80,46,48,91,68.18,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,82,83,49,43,48,40,64,48,44,45,58,87,49,70,52,59,83,66.13,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,71,84,89,46,60,48,48,69,49,41,43,47,93,56,72,60,57,97,68.62,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,67,91,100,40,59,57,42,71,58,52,49,54,99,41,78,42,53,86,68.02,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,70,99,85,50,56,49,56,80,41,45,44,43,81,51,62,45,53,87,68.76,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,80,93,82,55,54,46,54,72,45,54,56,43,93,54,71,58,49,85,68.44,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,61,83,88,54,52,59,47,78,58,55,50,49,87,40,69,57,42,90,69.13,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,62,87,93,45,54,53,46,69,54,49,56,58,96,51,74,51,48,84,66.82,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,71,95,88,42,60,42,57,76,49,41,50,42,81,48,78,41,58,81,67.69,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,80,82,84,50,46,45,53,60,56,56,53,49,87,47,73,46,45,83,64.67,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,94,80,59,42,44,44,63,56,60,59,53,87,41,67,40,43,98,65.87,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,64,100,99,58,51,59,40,66,56,41,50,46,96,42,65,50,57,97,68.33,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,64,100,94,60,59,43,60,80,40,54,56,58,93,58,77,41,45,92,71.38,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,65,100,84,46,40,52,58,60,52,50,46,59,82,40,67,56,52,93,65.78,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,65,85,100,47,52,57,43,76,44,42,43,44,93,54,79,56,45,89,68.51,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,76,93,99,51,48,54,51,73,57,59,45,43,91,52,78,52,51,99,68.49,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,62,93,97,58,49,56,54,78,48,43,54,58,95,47,76,60,40,86,71.29,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,77,91,95,40,54,46,56,62,50,45,45,54,86,50,76,57,60,98,68.16,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,87,100,50,60,42,53,68,40,40,51,50,100,40,79,51,56,94,66.87,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,77,95,83,47,41,53,54,68,41,56,49,48,81,58,76,50,56,89,69.27,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,65,95,97,59,57,40,42,74,59,49,60,44,94,53,74,49,48,91,68.31,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,64,89,87,59,55,51,48,69,55,49,48,42,98,50,65,45,54,94,68.27,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,64,93,100,41,51,59,53,78,59,54,59,56,93,57,64,51,49,87,68.91,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,91,85,51,54,51,48,78,60,41,52,52,87,52,63,45,45,100,68.38,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,71,96,86,54,56,49,59,65,48,54,55,60,87,55,64,57,59,93,68.11,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,62,93,86,54,56,40,48,73,55,60,52,45,80,60,63,42,56,81,68.76,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,87,94,45,59,41,54,79,51,42,49,53,93,42,60,59,40,81,68.84,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,69,83,83,52,48,46,55,77,42,59,59,49,95,42,70,49,55,87,67.38,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,74,100,82,43,52,51,60,68,53,58,46,55,99,44,69,57,50,86,69.58,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,97,90,51,57,41,40,69,60,40,45,46,96,48,66,56,42,95,66.49,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,79,97,80,43,50,59,48,67,47,44,51,40,94,57,65,49,53,100,67.31,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,62,98,91,51,54,46,43,80,48,55,52,43,88,60,77,54,54,85,68.71,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,67,100,96,56,57,43,54,61,41,49,42,47,99,46,71,58,54,93,69.4,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,73,82,97,45,56,53,53,79,52,42,52,41,88,52,67,55,42,92,66.42,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Law (5-Year Integrated),Legal Studies,77,81,99,60,54,56,49,60,45,42,58,46,92,52,76,40,53,82,68.47,"Lawyer / Advocate, Corporate Legal Advisor, Judge (with exams), Legal Researcher, Public Prosecutor"
BA Archaeology,Archaeology & Heritage,80,55,49,52,43,48,93,63,49,67,42,46,49,82,61,54,48,94,66.98,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,86,59,57,54,57,51,100,67,41,61,44,40,43,85,72,58,50,92,67.04,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,86,52,40,45,46,55,94,79,41,75,56,54,42,83,71,44,56,85,66.87,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,97,49,45,45,59,54,83,75,47,66,58,56,60,92,74,41,49,92,70.16,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,90,52,58,44,42,58,92,64,51,73,45,48,56,87,72,44,56,82,66.51,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,93,54,53,50,50,48,85,74,51,65,40,55,59,94,61,56,42,82,66.22,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,96,56,59,45,40,46,94,66,58,79,50,53,52,99,68,48,55,91,69.13,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
