Course,Physics,Chemistry,Biology,Math,English,Hindi,Psychology,CS,Logical Reasoning,Analytical Thinking,Critical Thinking,Problem-Solving,Communication,Creativity,Research Skills,Numerical Aptitude,Empathy,Attention to Detail,Career Option
B.Sc. Environmental Science,74,81,92,40,71,48,73,54,47,56,100,63,41,59,99,59,48,52,Conservation Scientist
B.Sc. Environmental Science,64,80,93,58,77,58,64,42,52,60,90,74,59,54,100,41,52,45,Climate Change Analyst
B.Sc. Environmental Science,77,93,86,52,68,49,77,44,55,59,100,79,58,43,86,47,46,43,Environmental Scientist
B.Sc. Environmental Science,76,97,97,41,79,48,77,52,60,48,88,76,58,52,99,48,55,44,Pollution Control Officer
B.Sc. Environmental Science,79,86,83,55,71,43,69,44,48,44,90,80,46,44,94,51,46,56,Environmental Scientist
B.Sc. Environmental Science,74,85,82,51,66,60,72,48,51,52,85,62,54,40,100,41,60,54,Climate Change Analyst
B.Sc. Environmental Science,68,82,83,47,77,54,70,45,50,53,85,65,52,49,99,41,60,48,Climate Change Analyst
B.Sc. Environmental Science,77,82,80,55,65,52,74,60,57,40,95,68,43,48,96,43,46,53,Pollution Control Officer
B.Sc. Environmental Science,70,91,88,50,69,43,78,54,46,54,87,72,56,48,83,55,40,43,Research Scientist (Environment)
B.Sc. Environmental Science,76,93,92,60,61,47,71,51,52,49,89,69,59,53,95,47,42,41,Research Scientist (Environment)
B.Sc. Environmental Science,69,98,91,54,68,41,77,42,55,44,94,75,44,59,84,54,45,58,Environmental Scientist
B.Sc. Environmental Science,64,99,94,42,63,43,60,56,49,60,94,70,59,44,89,42,54,58,Research Scientist (Environment)
B.Sc. Environmental Science,70,99,88,51,62,48,65,44,53,46,81,69,57,47,93,48,41,44,Pollution Control Officer
B.Sc. Environmental Science,63,82,84,48,74,59,60,52,42,48,93,72,46,60,85,56,43,48,Environmental Consultant
B.Sc. Environmental Science,69,88,96,43,71,54,71,49,57,60,81,78,60,52,82,40,48,52,Environmental Consultant
B.Sc. Environmental Science,79,83,88,43,66,57,63,58,52,50,95,67,49,56,85,59,56,46,Sustainability Specialist
B.Sc. Environmental Science,66,87,94,58,70,54,76,50,51,44,80,77,46,44,81,48,45,50,Pollution Control Officer
B.Sc. Environmental Science,69,98,92,40,70,58,76,60,51,50,85,65,55,46,90,55,52,52,Pollution Control Officer
B.Sc. Environmental Science,77,90,93,48,68,54,68,54,57,56,95,63,50,42,92,49,51,44,Pollution Control Officer
B.Sc. Environmental Science,76,95,100,50,80,56,60,50,47,54,96,70,48,60,86,55,54,58,Climate Change Analyst
B.Sc. Environmental Science,78,94,83,53,78,53,66,51,50,56,98,77,40,55,94,42,45,49,Sustainability Specialist
B.Sc. Environmental Science,67,87,88,57,61,43,72,49,58,47,100,64,43,59,97,49,53,52,Sustainability Specialist
B.Sc. Environmental Science,79,92,93,58,75,48,61,58,52,44,97,64,42,59,100,50,44,54,Climate Change Analyst
B.Sc. Environmental Science,64,88,88,55,68,47,74,51,53,41,98,68,60,47,99,44,48,51,Conservation Scientist
B.Sc. Environmental Science,69,82,93,54,63,49,66,55,60,48,96,60,59,48,96,49,53,47,Pollution Control Officer
B.Sc. Environmental Science,65,98,81,45,80,56,70,58,58,58,88,73,58,43,97,55,42,57,Pollution Control Officer
B.Sc. Environmental Science,60,96,82,59,75,54,64,58,60,40,84,71,44,53,88,58,50,43,Pollution Control Officer
B.Sc. Environmental Science,77,95,96,47,60,40,62,44,48,58,98,78,45,51,87,52,40,49,Sustainability Specialist
B.Sc. Environmental Science,78,94,80,42,73,54,67,50,57,52,95,64,46,59,95,41,51,52,Pollution Control Officer
B.Sc. Environmental Science,73,97,97,42,79,44,68,59,53,55,92,71,42,41,97,47,52,54,Climate Change Analyst
B.Sc. Environmental Science,62,88,87,54,64,50,71,47,40,40,93,72,56,46,80,56,53,50,Sustainability Specialist
B.Sc. Environmental Science,77,90,91,60,66,47,71,44,58,53,90,76,40,57,83,54,60,47,Conservation Scientist
B.Sc. Environmental Science,66,99,90,55,69,51,66,54,44,56,86,71,54,58,84,41,59,60,Environmental Scientist
B.Sc. Environmental Science,68,100,84,57,78,52,64,60,55,57,100,79,53,49,93,49,46,50,Environmental Scientist
B.Sc. Environmental Science,68,95,80,46,66,44,66,59,57,43,97,62,55,55,93,48,41,41,Pollution Control Officer
B.Sc. Environmental Science,61,95,97,56,79,56,66,60,50,60,88,71,55,40,89,56,46,43,Environmental Consultant
B.Sc. Environmental Science,75,95,86,43,75,57,80,52,55,52,95,80,60,60,87,46,56,54,Environmental Consultant
B.Sc. Environmental Science,68,89,97,59,72,58,68,53,51,48,84,69,51,56,94,52,50,41,Pollution Control Officer
B.Sc. Environmental Science,74,96,86,54,73,41,68,58,57,58,92,70,41,50,86,58,53,49,Research Scientist (Environment)
B.Sc. Environmental Science,65,82,86,55,65,40,60,52,54,47,100,80,45,53,87,48,47,41,Research Scientist (Environment)
B.Sc. Environmental Science,77,83,89,41,79,43,65,50,49,55,80,77,60,52,97,47,56,47,Sustainability Specialist
B.Sc. Environmental Science,78,94,100,43,66,45,72,41,58,53,87,77,45,53,90,53,53,53,Pollution Control Officer
B.Sc. Environmental Science,65,100,87,45,70,46,76,40,41,40,93,61,41,53,85,47,56,45,Pollution Control Officer
B.Sc. Environmental Science,78,96,100,41,67,50,65,53,48,47,94,74,49,45,88,58,42,54,Climate Change Analyst
B.Sc. Environmental Science,77,95,95,43,72,51,63,51,53,53,90,66,59,46,87,60,51,52,Sustainability Specialist
B.Sc. Environmental Science,73,82,80,56,78,52,73,44,45,40,91,65,46,51,85,50,50,59,Environmental Consultant
B.Sc. Environmental Science,61,96,90,48,78,53,73,46,47,54,82,67,49,57,99,42,60,45,Environmental Scientist
B.Sc. Environmental Science,67,91,88,55,73,46,74,48,41,58,87,71,52,56,99,45,45,40,Environmental Consultant
B.Sc. Environmental Science,79,80,87,52,73,48,68,42,48,60,83,76,59,42,98,57,50,48,Environmental Scientist
B.Sc. Environmental Science,70,82,100,44,68,40,72,53,60,44,89,77,49,43,86,52,58,49,Conservation Scientist
B.Sc. Environmental Science,61,96,80,49,74,53,66,53,46,49,100,71,43,55,84,54,42,46,Environmental Consultant
B.Sc. Environmental Science,70,97,97,42,71,48,73,59,53,58,86,68,41,46,91,52,47,50,Pollution Control Officer
B.Sc. Food Technology,80,81,98,55,67,45,59,77,50,79,40,90,55,54,88,49,45,49,Food Entrepreneur
B.Sc. Food Technology,73,99,92,46,65,57,50,75,55,75,55,84,54,40,84,51,59,54,Food Safety Officer
B.Sc. Food Technology,76,100,89,41,71,51,43,73,58,62,43,85,48,45,83,40,42,56,Nutrition Scientist
B.Sc. Food Technology,63,90,97,55,74,44,58,60,53,65,50,88,55,57,100,47,43,53,Nutrition Scientist
B.Sc. Food Technology,76,85,93,54,60,42,55,63,59,72,58,85,42,43,97,49,53,49,Product Development Scientist
B.Sc. Food Technology,67,94,82,48,67,40,48,74,60,68,59,85,52,48,81,42,51,52,Nutrition Scientist
B.Sc. Food Technology,73,84,96,45,75,56,43,69,50,70,46,96,47,48,91,42,54,42,Food Entrepreneur
B.Sc. Food Technology,73,87,80,44,75,54,60,78,59,63,60,95,60,55,91,45,49,56,Quality Assurance Manager
B.Sc. Food Technology,60,87,85,59,80,56,40,78,43,64,41,93,52,60,81,46,59,57,Quality Assurance Manager
B.Sc. Food Technology,67,86,92,50,78,54,55,60,42,63,60,89,40,45,82,54,41,46,Food Safety Officer
B.Sc. Food Technology,63,83,95,41,79,45,59,69,56,60,40,84,49,47,97,58,59,40,Researcher (Food Science)
B.Sc. Food Technology,71,97,100,52,65,50,54,71,48,69,51,88,56,59,94,51,56,60,Researcher (Food Science)
B.Sc. Food Technology,80,92,86,58,67,42,48,61,50,71,41,86,59,54,94,56,52,57,Product Development Scientist
B.Sc. Food Technology,76,96,85,58,73,45,40,77,51,64,53,85,40,56,80,48,49,41,Product Development Scientist
B.Sc. Food Technology,75,96,95,44,77,60,50,78,50,68,47,92,50,55,84,57,47,54,Researcher (Food Science)
B.Sc. Food Technology,73,95,85,46,73,44,56,63,58,61,58,93,51,59,91,48,59,58,Quality Assurance Manager
B.Sc. Food Technology,66,99,97,42,72,41,56,77,49,66,57,83,53,53,81,50,40,42,Researcher (Food Science)
B.Sc. Food Technology,76,87,89,42,62,40,52,77,43,70,52,81,52,60,86,41,56,55,Food Entrepreneur
B.Sc. Food Technology,65,88,96,56,78,49,51,78,57,79,60,97,40,59,85,43,44,54,Food Safety Officer
B.Sc. Food Technology,61,93,88,44,68,40,58,73,51,69,50,81,53,49,83,49,56,55,Researcher (Food Science)
B.Sc. Food Technology,69,97,89,60,63,56,42,60,58,65,55,95,42,42,91,57,56,53,Product Development Scientist
B.Sc. Food Technology,73,97,96,42,72,59,40,65,41,63,57,99,42,57,88,50,43,54,Food Entrepreneur
B.Sc. Food Technology,61,100,81,56,72,44,49,80,42,73,53,99,44,51,80,40,59,52,Food Technologist
B.Sc. Food Technology,63,99,99,46,68,47,53,70,52,78,46,87,46,44,97,50,60,57,Food Technologist
B.Sc. Food Technology,66,84,81,49,69,54,40,78,41,60,56,83,55,45,94,47,52,46,Quality Assurance Manager
B.Sc. Food Technology,65,83,86,49,80,57,58,73,48,79,44,80,60,50,99,52,56,51,Researcher (Food Science)
B.Sc. Food Technology,67,93,100,40,61,52,45,71,56,69,57,81,43,59,94,40,60,44,Researcher (Food Science)
B.Sc. Food Technology,69,90,81,60,66,56,54,74,55,64,58,97,48,41,80,40,53,43,Food Safety Officer
B.Sc. Food Technology,72,84,89,45,66,56,47,65,54,69,49,94,57,45,88,46,42,58,Product Development Scientist
B.Sc. Food Technology,74,88,95,58,65,57,44,64,48,78,59,95,60,46,91,44,49,45,Quality Assurance Manager
B.Sc. Food Technology,60,86,99,59,66,51,47,80,48,73,50,84,53,59,98,49,50,46,Quality Assurance Manager
B.Sc. Food Technology,61,99,91,48,78,41,40,73,44,70,58,81,53,43,85,51,54,49,Researcher (Food Science)
B.Sc. Food Technology,65,89,96,50,62,47,52,80,55,77,59,92,45,50,97,55,49,49,Food Technologist
B.Sc. Food Technology,64,81,85,59,74,45,56,78,58,72,59,93,49,45,91,53,43,55,Food Entrepreneur
B.Sc. Food Technology,75,100,97,60,71,49,53,73,54,77,46,94,40,54,94,46,49,59,Researcher (Food Science)
B.Sc. Food Technology,70,84,84,51,66,53,59,65,54,60,56,100,53,53,93,56,55,60,Food Safety Officer
B.Sc. Food Technology,74,82,84,46,61,53,45,80,48,72,52,84,60,45,82,57,49,47,Food Safety Officer
B.Sc. Food Technology,77,88,82,46,79,49,47,70,44,62,45,86,40,43,95,49,47,41,Food Entrepreneur
B.Sc. Food Technology,64,100,100,42,73,47,49,70,55,74,46,82,59,45,91,56,41,46,Quality Assurance Manager
B.Sc. Food Technology,68,97,88,48,78,44,50,79,50,64,53,100,57,52,93,53,50,42,Product Development Scientist
B.Sc. Food Technology,71,81,88,52,64,56,55,69,52,60,44,92,59,45,84,46,59,50,Researcher (Food Science)
B.Sc. Food Technology,66,100,99,48,71,42,59,70,52,64,57,85,50,43,86,52,53,41,Researcher (Food Science)
B.Sc. Food Technology,78,97,88,60,60,40,56,76,43,68,41,88,53,54,99,45,56,43,Researcher (Food Science)
B.Sc. Food Technology,65,86,82,51,70,43,57,75,43,61,44,86,40,44,98,51,49,50,Product Development Scientist
B.Sc. Food Technology,71,93,97,60,68,44,45,75,57,68,48,90,51,46,90,51,45,58,Nutrition Scientist
B.Sc. Food Technology,65,88,89,50,66,47,56,76,47,78,45,96,60,40,83,44,51,51,Food Safety Officer
B.Sc. Food Technology,69,85,80,46,66,52,44,70,58,80,49,85,57,51,89,49,40,51,Researcher (Food Science)
B.Sc. Food Technology,61,86,88,41,75,54,41,77,42,72,59,86,49,41,88,41,42,43,Food Entrepreneur
B.Sc. Food Technology,61,100,92,44,72,48,40,71,48,71,44,84,58,46,83,40,46,58,Quality Assurance Manager
B.Sc. Food Technology,61,97,81,55,63,59,40,74,53,63,44,89,43,43,90,49,52,43,Food Technologist
B.Sc. Food Technology,67,82,99,43,80,43,55,65,55,61,52,81,53,49,93,57,50,51,Nutrition Scientist
B.Sc. Food Technology,66,89,93,53,61,57,48,68,53,79,52,84,60,50,92,46,42,51,Quality Assurance Manager
B.Sc. Food Technology,66,82,94,43,62,57,46,65,52,73,50,98,43,46,85,49,44,57,Nutrition Scientist
B.Sc. Food Technology,75,95,95,47,65,42,53,64,60,60,59,87,42,51,97,45,55,51,Product Development Scientist
B.Sc. Food Technology,77,81,85,56,60,59,44,79,44,78,51,88,54,46,94,59,45,47,Product Development Scientist
B.Sc. Food Technology,75,87,94,49,69,41,60,72,50,75,49,87,43,60,92,52,56,43,Nutrition Scientist
B.Sc. Food Technology,68,83,98,44,60,40,49,60,49,65,52,96,56,56,80,48,51,50,Quality Assurance Manager
B.Sc. Food Technology,60,96,94,49,76,48,55,60,52,67,44,81,59,42,88,48,53,51,Food Safety Officer
B.Sc. Food Technology,76,88,96,51,77,52,58,68,42,67,57,97,54,52,99,47,51,52,Product Development Scientist
B.Sc. Food Technology,75,82,98,40,70,49,50,61,40,72,48,81,52,48,80,53,42,46,Researcher (Food Science)
B.Sc. Food Technology,77,100,96,58,74,49,44,61,47,79,48,91,43,46,87,45,40,41,Food Safety Officer
B.Sc. Food Technology,68,96,96,44,63,46,55,71,55,70,46,91,42,44,91,53,54,53,Researcher (Food Science)
B.Sc. Food Technology,76,80,97,43,60,59,57,74,48,79,56,81,45,42,87,45,59,54,Food Entrepreneur
B.Sc. Food Technology,63,96,95,48,74,41,57,61,40,60,43,97,57,43,94,42,47,51,Nutrition Scientist
B.Sc. Food Technology,61,81,80,44,66,55,49,71,44,60,40,96,58,45,87,58,48,45,Food Entrepreneur
B.Sc. Food Technology,77,80,87,45,75,40,43,63,52,78,47,86,53,51,93,42,56,59,Quality Assurance Manager
B.Sc. Food Technology,79,90,80,58,70,52,41,77,43,60,57,84,50,45,98,60,60,50,Researcher (Food Science)
B.Sc. Food Technology,75,99,100,60,67,57,53,80,48,77,43,98,59,47,84,52,56,40,Nutrition Scientist
B.Sc. Food Technology,63,94,98,43,66,59,57,65,47,63,46,80,57,42,95,55,48,45,Product Development Scientist
B.Sc. Food Technology,61,86,81,49,62,50,56,68,60,70,56,100,47,53,95,58,46,58,Food Technologist
B.Sc. Food Technology,78,94,82,50,67,41,46,61,49,66,55,97,52,46,97,51,53,45,Quality Assurance Manager
B.Sc. Food Technology,66,86,99,42,73,55,52,62,58,65,59,88,51,54,88,54,60,55,Food Safety Officer
B.Sc. Food Technology,66,98,81,42,71,46,55,73,43,79,56,96,44,56,98,42,58,44,Product Development Scientist
B.Sc. Food Technology,74,88,92,44,68,50,47,64,41,64,53,86,43,57,80,55,47,59,Food Safety Officer
B.Sc. Food Technology,74,99,94,60,66,54,45,68,46,76,55,93,59,52,100,46,47,58,Food Safety Officer
B.Sc. Food Technology,78,98,82,47,71,49,54,69,49,63,44,80,57,49,93,55,48,56,Nutrition Scientist
B.Sc. Food Technology,67,99,90,48,62,46,49,79,48,80,45,81,46,47,83,51,54,40,Food Technologist
B.Sc. Food Technology,63,83,80,60,75,55,57,64,56,69,58,94,49,46,85,42,46,46,Food Technologist
B.Sc. Food Technology,80,95,81,47,71,46,50,63,47,76,47,97,49,55,84,43,58,52,Product Development Scientist
B.Sc. Food Technology,68,85,85,41,69,40,52,70,40,79,51,95,44,52,92,52,52,57,Nutrition Scientist
B.Sc. Food Technology,70,85,91,45,62,57,45,67,48,70,52,82,60,40,95,40,59,46,Quality Assurance Manager
B.Sc. Food Technology,63,81,84,45,70,47,42,68,40,63,57,84,51,42,90,45,45,45,Quality Assurance Manager
B.Sc. Food Technology,70,91,80,51,62,49,50,61,48,69,40,96,60,42,95,51,54,47,Food Safety Officer
B.Sc. Food Technology,74,92,84,53,61,52,51,67,60,71,47,100,59,55,88,49,48,60,Product Development Scientist
B.Sc. Food Technology,62,100,83,41,78,41,45,64,51,72,46,96,60,50,87,41,48,53,Nutrition Scientist
B.Sc. Food Technology,64,87,82,55,77,50,50,78,46,61,53,89,59,48,88,46,55,43,Food Entrepreneur
B.Sc. Food Technology,74,96,87,58,62,54,57,77,54,72,48,95,57,48,83,47,52,47,Quality Assurance Manager
B.Sc. Food Technology,73,92,82,49,66,43,54,62,45,78,53,96,52,56,99,55,43,49,Nutrition Scientist
B.Sc. Food Technology,73,80,81,59,62,52,55,80,53,69,45,99,43,59,100,40,47,43,Food Technologist
B.Sc. Food Technology,64,99,95,54,63,47,55,65,56,68,46,98,57,42,94,51,46,40,Food Entrepreneur
B.Sc. Food Technology,74,80,99,50,63,58,47,71,60,73,60,91,43,58,93,43,60,54,Product Development Scientist
B.Sc. Food Technology,72,88,89,53,79,43,49,66,50,65,52,87,55,57,95,59,58,49,Food Entrepreneur
B.Sc. Food Technology,74,80,96,55,61,40,45,73,44,75,58,96,46,50,80,56,57,51,Quality Assurance Manager
B.Sc. Food Technology,73,87,99,47,63,50,47,60,52,77,48,97,48,51,100,44,55,42,Researcher (Food Science)
B.Sc. Food Technology,68,97,83,41,68,60,44,61,43,63,59,89,53,57,91,55,55,59,Nutrition Scientist
B.Sc. Food Technology,61,96,99,42,64,42,52,77,47,75,51,87,52,50,85,55,50,47,Food Entrepreneur
B.Sc. Food Technology,60,97,84,40,62,48,53,62,44,75,55,96,50,47,95,42,40,59,Food Technologist
B.Sc. Food Technology,72,99,90,50,61,46,52,75,48,74,60,98,47,57,82,58,55,55,Nutrition Scientist
B.Sc. Food Technology,65,98,92,46,72,54,49,79,54,72,48,91,48,41,98,59,50,48,Product Development Scientist
B.Sc. Food Technology,63,82,86,42,74,54,60,67,52,79,45,100,50,53,97,42,51,49,Nutrition Scientist
B.Sc. Forensic Science,75,83,95,59,74,43,60,45,56,91,99,78,56,40,78,60,53,43,Ballistics Expert
B.Sc. Forensic Science,64,96,84,42,76,55,41,55,47,88,83,74,57,59,61,56,57,53,DNA Analyst
B.Sc. Forensic Science,62,86,97,43,70,52,57,53,47,88,96,76,54,48,76,45,44,53,Forensic Scientist
B.Sc. Forensic Science,69,80,94,50,64,50,41,41,43,84,96,72,46,49,68,54,43,46,Crime Scene Investigator
B.Sc. Forensic Science,68,100,90,46,79,59,56,53,59,91,96,70,55,41,71,49,43,53,Toxicologist
B.Sc. Forensic Science,68,98,89,42,66,45,53,52,48,87,96,80,49,45,80,45,42,52,DNA Analyst
B.Sc. Forensic Science,74,93,97,51,65,49,42,52,56,82,94,78,40,41,63,55,53,47,Forensic Psychologist
B.Sc. Forensic Science,78,84,83,49,80,60,44,59,41,99,81,71,60,44,75,51,57,40,Forensic Psychologist
B.Sc. Forensic Science,68,90,83,53,62,50,54,51,51,97,81,74,47,47,70,47,57,46,Forensic Psychologist
B.Sc. Forensic Science,72,98,83,49,60,54,56,54,50,83,100,71,42,44,68,51,52,56,Toxicologist
B.Sc. Forensic Science,73,92,93,48,78,41,40,47,55,97,82,74,45,49,80,53,57,46,Forensic Scientist
B.Sc. Forensic Science,62,94,80,50,66,46,60,49,50,89,90,69,54,54,74,44,60,57,Ballistics Expert
B.Sc. Forensic Science,79,89,90,42,80,40,54,60,54,90,90,68,44,47,78,47,42,44,DNA Analyst
B.Sc. Forensic Science,72,89,92,56,68,45,53,55,57,85,96,78,57,41,80,52,44,41,Cyber Forensic Expert
B.Sc. Forensic Science,68,99,90,59,62,42,59,41,47,94,92,64,55,58,69,50,45,44,Toxicologist
B.Sc. Forensic Science,66,94,98,51,76,58,43,52,40,97,100,79,59,51,73,45,40,44,Forensic Psychologist
B.Sc. Forensic Science,73,92,92,45,69,54,53,58,49,89,80,80,44,55,60,58,42,41,Ballistics Expert
B.Sc. Forensic Science,77,97,97,44,70,51,41,60,49,98,87,64,45,50,64,43,52,49,Forensic Scientist
B.Sc. Forensic Science,75,100,87,47,72,49,46,58,60,85,85,63,57,42,66,56,47,48,Crime Scene Investigator
B.Sc. Forensic Science,62,81,88,60,79,50,59,54,58,84,94,80,41,53,60,41,49,57,Crime Scene Investigator
B.Sc. Forensic Science,80,92,90,47,66,53,47,42,45,96,88,64,42,53,73,58,55,57,Ballistics Expert
B.Sc. Forensic Science,72,100,86,54,80,45,43,50,42,84,82,73,52,43,70,52,56,58,Forensic Scientist
B.Sc. Forensic Science,62,89,83,46,77,60,51,58,43,96,95,73,45,56,72,50,50,51,Ballistics Expert
B.Sc. Forensic Science,74,90,98,57,60,48,42,52,45,97,86,71,53,58,66,42,53,47,Forensic Scientist
B.Sc. Forensic Science,62,89,81,53,73,55,60,59,41,80,98,67,46,56,76,46,54,49,Cyber Forensic Expert
B.Sc. Forensic Science,65,84,88,52,76,43,42,43,47,80,90,64,54,45,62,60,57,51,Toxicologist
B.Sc. Forensic Science,80,98,81,43,65,55,43,55,41,92,90,62,58,58,66,44,51,58,Crime Scene Investigator
B.Sc. Forensic Science,76,100,90,47,72,51,51,44,42,86,89,70,45,52,77,58,49,43,Cyber Forensic Expert
B.Sc. Forensic Science,67,98,93,40,61,50,48,46,45,99,98,79,59,45,80,56,53,52,Ballistics Expert
B.Sc. Forensic Science,66,89,82,43,77,42,55,50,43,88,85,62,52,41,71,40,46,48,Toxicologist
B.Sc. Forensic Science,66,93,84,54,71,57,60,58,50,82,91,78,51,43,76,40,52,43,Cyber Forensic Expert
B.Sc. Forensic Science,75,93,90,58,60,55,54,42,49,86,98,69,49,47,63,55,53,56,Cyber Forensic Expert
B.Sc. Forensic Science,74,96,91,40,77,57,58,59,48,84,93,78,53,58,72,59,41,57,DNA Analyst
B.Sc. Forensic Science,64,87,92,56,62,57,51,40,48,95,89,74,44,60,70,57,58,41,Forensic Scientist
B.Sc. Forensic Science,67,98,81,44,65,51,45,56,43,100,96,68,52,59,75,48,50,47,Crime Scene Investigator
B.Sc. Forensic Science,73,95,86,44,68,41,46,49,52,100,83,64,46,48,76,56,53,44,Forensic Scientist
B.Sc. Forensic Science,72,81,87,52,78,43,43,44,41,81,91,67,60,44,64,56,48,40,Forensic Psychologist
B.Sc. Forensic Science,73,98,91,48,80,48,56,43,54,89,96,66,53,40,78,53,50,59,Forensic Psychologist
B.Sc. Forensic Science,63,80,84,41,80,58,59,40,50,95,83,75,59,45,79,47,60,60,Cyber Forensic Expert
B.Sc. Forensic Science,61,97,87,50,63,43,43,45,57,96,98,78,44,55,78,49,58,51,Ballistics Expert
B.Sc. Forensic Science,80,97,99,43,61,45,52,59,49,86,89,64,51,42,67,50,46,40,Toxicologist
B.Sc. Forensic Science,74,95,94,52,69,46,55,60,49,93,98,60,53,53,61,58,59,47,Forensic Psychologist
B.Sc. Forensic Science,62,100,97,48,69,54,49,55,49,90,97,62,52,53,62,43,42,46,DNA Analyst
B.Sc. Forensic Science,71,96,81,58,61,49,59,52,43,93,84,75,52,47,72,52,45,48,Cyber Forensic Expert
B.Sc. Forensic Science,64,100,84,59,63,46,53,40,44,85,99,71,50,58,75,44,46,53,Cyber Forensic Expert
B.Sc. Forensic Science,75,87,88,42,63,53,50,49,57,86,89,64,44,40,73,57,53,49,DNA Analyst
B.Sc. Forensic Science,69,86,83,46,74,46,53,50,42,92,94,63,40,50,72,57,52,50,Forensic Psychologist
B.Sc. Forensic Science,67,87,87,40,61,60,44,41,55,98,85,67,47,50,66,49,46,57,Forensic Scientist
B.Sc. Forensic Science,74,90,89,52,80,56,44,45,54,98,98,70,48,56,71,54,53,59,Forensic Psychologist
B.Sc. Forensic Science,63,89,83,57,72,60,45,50,48,82,87,78,49,51,80,54,45,47,Crime Scene Investigator
B.Sc. Forensic Science,69,87,93,47,70,44,60,43,58,81,90,80,47,40,79,45,45,56,Forensic Scientist
B.Sc. Forensic Science,61,85,89,60,77,60,51,50,41,88,86,74,42,48,69,50,60,55,Ballistics Expert
B.Sc. Forensic Science,61,87,98,51,69,46,46,53,49,88,94,75,41,40,60,50,52,52,Forensic Psychologist
B.Sc. Forensic Science,73,97,94,60,68,46,59,51,59,80,82,79,44,56,68,50,53,44,Toxicologist
B.Sc. Forensic Science,74,82,100,42,67,52,48,54,60,96,89,68,46,45,60,48,50,54,Toxicologist
B.Sc. Forensic Science,63,90,80,44,66,60,42,43,42,90,82,80,59,54,67,51,49,60,Cyber Forensic Expert
B.Sc. Forensic Science,73,92,82,41,75,42,58,54,42,81,92,64,51,41,63,45,50,57,Ballistics Expert
B.Sc. Forensic Science,63,84,89,52,64,59,58,57,56,100,80,79,42,57,61,58,53,41,Ballistics Expert
B.Sc. Forensic Science,75,83,93,58,75,57,51,55,57,83,85,79,53,59,73,41,56,54,Crime Scene Investigator
B.Sc. Forensic Science,72,94,94,45,78,40,59,52,52,95,80,80,52,55,71,58,49,54,Cyber Forensic Expert
B.Sc. Forensic Science,70,87,85,49,73,59,48,59,51,98,100,64,42,53,67,50,55,54,Ballistics Expert
B.Sc. Forensic Science,66,90,93,55,78,45,60,46,40,100,88,77,40,53,69,44,52,43,Forensic Psychologist
B.Sc. Forensic Science,68,82,100,43,64,42,48,48,54,87,90,75,49,55,67,55,47,55,Cyber Forensic Expert
B.Sc. Forensic Science,63,93,90,60,79,59,54,56,51,99,97,76,48,48,68,53,51,54,Crime Scene Investigator
B.Sc. Forensic Science,75,85,89,46,61,51,45,42,56,81,97,71,57,56,61,54,57,51,Ballistics Expert
B.Sc. Forensic Science,63,83,83,53,77,52,60,56,47,99,100,60,40,49,61,52,52,47,Toxicologist
B.Sc. Forensic Science,80,82,93,56,60,40,49,55,48,82,80,78,55,44,70,58,44,47,Forensic Scientist
B.Sc. Forensic Science,61,96,99,47,76,58,58,60,60,83,96,71,40,46,63,60,48,47,Crime Scene Investigator
B.Sc. Forensic Science,70,88,82,47,72,59,56,48,44,95,99,72,58,59,72,47,49,48,Ballistics Expert
B.Sc. Forensic Science,72,94,81,44,69,43,55,55,44,87,87,78,44,56,69,51,47,56,Forensic Psychologist
B.Sc. Forensic Science,60,97,91,58,78,42,54,56,45,93,83,78,50,53,73,45,46,43,Forensic Psychologist
B.Sc. Forensic Science,60,86,85,57,62,60,58,52,48,100,99,72,60,57,63,46,46,41,DNA Analyst
B.Sc. Forensic Science,72,86,85,59,72,49,56,51,60,89,96,68,48,42,65,42,50,58,Ballistics Expert
B.Sc. Forensic Science,71,95,100,41,61,55,44,54,45,93,84,70,54,56,75,52,45,57,Ballistics Expert
B.Sc. Forensic Science,67,87,91,56,76,48,54,60,40,88,88,70,47,43,68,45,41,48,Cyber Forensic Expert
B.Sc. Forensic Science,61,81,96,47,62,48,51,42,51,86,89,67,53,58,75,41,60,55,Ballistics Expert
B.Sc. Forensic Science,72,85,89,40,67,50,48,47,42,83,96,75,42,59,73,50,52,46,Toxicologist
B.Sc. Forensic Science,74,98,83,49,70,59,51,42,50,93,86,63,60,43,62,49,59,41,Crime Scene Investigator
B.Sc. Forensic Science,70,82,95,47,65,46,50,58,45,93,91,66,48,59,68,40,44,55,Ballistics Expert
B.Sc. Forensic Science,76,83,82,57,72,45,53,45,45,84,83,72,51,59,79,58,49,58,Ballistics Expert
B.Sc. Forensic Science,68,97,84,48,62,42,42,43,60,99,95,73,51,56,69,56,46,56,Forensic Scientist
B.Sc. Forensic Science,61,94,92,41,72,46,45,53,55,83,89,77,41,52,63,51,60,58,DNA Analyst
B.Sc. Forensic Science,73,89,100,54,79,52,46,42,42,98,80,79,49,51,75,56,54,40,Crime Scene Investigator
B.Sc. Forensic Science,61,98,80,40,73,56,54,57,49,95,94,62,49,60,77,51,50,48,Crime Scene Investigator
B.Sc. Forensic Science,62,81,94,41,73,52,46,41,43,81,96,63,51,48,64,54,59,46,Crime Scene Investigator
B.Sc. Forensic Science,64,100,80,55,72,51,43,55,55,80,92,76,50,56,70,43,51,57,Forensic Scientist
